,departamento,ID,lat,lon,in_departamentos,empleo,clae2,clae2_desc,empleo_rep
123459,Almirante Brown,60161616716685281864545451235028,-34.822,-58.392,6028,c. 50-199,85,Enseñanza,125
123460,Almirante Brown,602525252G0GG8PM2G454545582028,-34.83,-58.39,6028,c. 50-199,85,Enseñanza,125
123461,Almirante Brown,6044444412P20072GG8585854025028,-34.829,-58.388,6028,c. 50-199,85,Enseñanza,125
123464,Almirante Brown,610000002M8807G57G1919199279028,-34.803,-58.402,6028,b. 10-49,85,Enseñanza,25
123465,Almirante Brown,6100000070P12PP02G4040403463028,-34.803,-58.401,6028,c. 50-199,85,Enseñanza,125
123466,Almirante Brown,61040404267G6052GG1515154082028,-34.806,-58.4,6028,c. 50-199,85,Enseñanza,125
123467,Almirante Brown,610404042M86G12G1G1919192206028,-34.792,-58.394,6028,c. 50-199,85,Enseñanza,125
123468,Almirante Brown,61040404P008055M7P2424246442028,-34.896,-58.383,6028,b. 10-49,85,Enseñanza,25
123470,Almirante Brown,61252525267G60G62G1515151997028,-34.889,-58.391,6028,c. 50-199,85,Enseñanza,125
123471,Almirante Brown,614141416MP702P766M751717175782028,-34.826,-58.409,6028,b. 10-49,85,Enseñanza,25
123472,Almirante Brown,6156565612P8M2808G8585853082028,-34.797,-58.397,6028,c. 50-199,85,Enseñanza,125
123473,Almirante Brown,61767676267GG10PPG1515159780028,-34.791,-58.378,6028,c. 50-199,85,Enseñanza,125
123475,Almirante Brown,620000002MMP6G56762020203672028,-34.791,-58.377,6028,b. 10-49,85,Enseñanza,25
123476,Almirante Brown,62010101P068M8127G3737372133028,-34.854,-58.391,6028,c. 50-199,85,Enseñanza,125
123477,Almirante Brown,62212121267G6G81MG1515152041028,-34.781,-58.359,6028,b. 10-49,85,Enseñanza,25
123479,Almirante Brown,622121216GPM076M2G2727272517028,-34.785,-58.369,6028,c. 50-199,85,Enseñanza,125
123483,Almirante Brown,6249494952M0P020MG6969695682028,-34.804,-58.335,6028,c. 50-199,85,Enseñanza,125
123486,Almirante Brown,626969697M12MP286G5050509905028,-34.811,-58.358,6028,b. 10-49,85,Enseñanza,25
123490,Almirante Brown,6304040452855G6P0G6969696456028,-34.803,-58.333,6028,c. 50-199,85,Enseñanza,125
123491,Almirante Brown,630909092GM87775GG1414143151028,-34.808,-58.398,6028,b. 10-49,85,Enseñanza,25
123492,Almirante Brown,6316161675266587554646461782028,-34.883,-58.378,6028,c. 50-199,85,Enseñanza,125
123493,Almirante Brown,634444442MMP6G567G2020206491028,-34.791,-58.377,6028,c. 50-199,85,Enseñanza,125
123494,Almirante Brown,63444444580881082667501010106458028,-34.828,-58.396,6028,b. 10-49,85,Enseñanza,25
123495,Almirante Brown,638181816GPGM01MG55858581308028,-34.89,-58.39,6028,b. 10-49,85,Enseñanza,25
123497,Almirante Brown,64000000267G8GPGGG1515151510028,-34.797,-58.383,6028,c. 50-199,85,Enseñanza,125
123498,Almirante Brown,640000006GPGM01MGG5757572991028,-34.89,-58.39,6028,c. 50-199,85,Enseñanza,125
123499,Almirante Brown,640101016511G02216M701313131963028,-34.788,-58.351,6028,c. 50-199,85,Enseñanza,125
123500,Almirante Brown,6416161612M2GG522G4444446497028,-34.801,-58.382,6028,c. 50-199,85,Enseñanza,125
123504,Almirante Brown,64444444P00P7G66P62323234177028,-34.789,-58.393,6028,c. 50-199,85,Enseñanza,125
123506,Almirante Brown,6489898925P55P157G1414149285028,-34.795,-58.354,6028,c. 50-199,85,Enseñanza,125
123507,Almirante Brown,6501010175M0G872654747475694028,-34.861,-58.392,6028,b. 10-49,85,Enseñanza,25
123508,Almirante Brown,65616161276P16562G1616167601028,-34.817,-58.379,6028,c. 50-199,85,Enseñanza,125
123509,Almirante Brown,65616161P0PP2P71M53030309986028,-34.792,-58.391,6028,c. 50-199,85,Enseñanza,125
123510,Almirante Brown,65818181P076G18M7G4040402940028,-34.808,-58.398,6028,c. 50-199,85,Enseñanza,125
123511,Almirante Brown,660000001G0075M75G9696969493028,-34.816,-58.389,6028,c. 50-199,85,Enseñanza,125
123512,Almirante Brown,66090909220180002G454545380028,-34.83,-58.383,6028,c. 50-199,85,Enseñanza,125
123513,Almirante Brown,6621212117205MG70G1010106826028,-34.828,-58.396,6028,c. 50-199,85,Enseñanza,125
123516,Almirante Brown,664949491P0520P0671G71616162281028,-34.859,-58.38,6028,b. 10-49,85,Enseñanza,25
123517,Almirante Brown,6669696928GP1520PG171717329028,-34.864,-58.38,6028,c. 50-199,85,Enseñanza,125
123519,Almirante Brown,66969696P0PG1625PG3030309682028,-34.82,-58.367,6028,c. 50-199,85,Enseñanza,125
123522,Almirante Brown,673636362MM521002G2121212987028,-34.805,-58.347,6028,c. 50-199,85,Enseñanza,125
123523,Almirante Brown,67696969175M85MM254444441959028,-34.797,-58.357,6028,c. 50-199,85,Enseñanza,125
123526,Almirante Brown,68090909P008055M7G2424248871028,-34.89,-58.383,6028,c. 50-199,85,Enseñanza,125
123527,Almirante Brown,682121216PM1GG1P6G3737371683028,-34.792,-58.329,6028,b. 10-49,85,Enseñanza,25
123528,Almirante Brown,68252525267G6557GG1515155997028,-34.861,-58.388,6028,c. 50-199,85,Enseñanza,125
123529,Almirante Brown,682929291M5070PG2G4444443518028,-34.825,-58.384,6028,b. 10-49,85,Enseñanza,25
123531,Almirante Brown,6836363652M0P020MP6969695996028,-34.795,-58.318,6028,b. 10-49,85,Enseñanza,25
123532,Almirante Brown,684141412P6682178G1313135220028,-34.852,-58.385,6028,c. 50-199,85,Enseñanza,125
123533,Almirante Brown,6841414165P687M77G2727279577028,-34.8,-58.336,6028,b. 10-49,85,Enseñanza,25
123534,Almirante Brown,6856565665G1P60P08P561313134829028,-34.859,-58.379,6028,c. 50-199,85,Enseñanza,125
123535,Almirante Brown,688484841P5G27602G4444441884028,-34.845,-58.377,6028,c. 50-199,85,Enseñanza,125
123537,Almirante Brown,6900000075M0G872664747478368028,-34.862,-58.393,6028,b. 10-49,85,Enseñanza,25
123538,Almirante Brown,69000000P05M78MG5G3434341151028,-34.777,-58.322,6028,c. 50-199,85,Enseñanza,125
123539,Almirante Brown,6904040425P5G50G1G1414149569028,-34.864,-58.393,6028,c. 50-199,85,Enseñanza,125
123540,Almirante Brown,692121212MMP6G56752020202402028,-34.791,-58.378,6028,b. 10-49,85,Enseñanza,25
123541,Almirante Brown,699696966GM27000G667504545458854028,-34.83,-58.389,6028,c. 50-199,85,Enseñanza,125
123556,Avellaneda,60363636718M5P8M664242424654035,-34.69,-58.371,6035,b. 10-49,85,Enseñanza,25
123558,Avellaneda,610909092G15612GP51313132989035,-34.699,-58.319,6035,b. 10-49,85,Enseñanza,25
123559,Avellaneda,61161616112P2MGG2G8080809632035,-34.698,-58.313,6035,c. 50-199,85,Enseñanza,125
123560,Avellaneda,61161616120PP888158484849745035,-34.677,-58.394,6035,b. 10-49,85,Enseñanza,25
123561,Avellaneda,61161616128M72051G8888889602035,-34.69,-58.338,6035,d. 200-499,85,Enseñanza,350
123564,Avellaneda,614949496628PP55816751414145178035,-34.704,-58.31,6035,c. 50-199,85,Enseñanza,125
123566,Avellaneda,6164646410705276867777774000035,-34.717,-58.334,6035,b. 10-49,85,Enseñanza,25
123567,Avellaneda,61646464P02G77267G282828703035,-34.692,-58.338,6035,c. 50-199,85,Enseñanza,125
123568,Avellaneda,618181816628186P87GP81414149046035,-34.672,-58.35,6035,c. 50-199,85,Enseñanza,125
123569,Avellaneda,6189898921P55M5M2P1212129177035,-34.66,-58.365,6035,b. 10-49,85,Enseñanza,25
123571,Avellaneda,619696965G61G7MM26MM59393935001035,-34.683,-58.353,6035,c. 50-199,85,Enseñanza,125
123572,Avellaneda,620000006628186P87GP21414146662035,-34.672,-58.351,6035,b. 10-49,85,Enseñanza,25
123573,Avellaneda,620909095M665M810P5888888812035,-34.649,-58.348,6035,c. 50-199,85,Enseñanza,125
123574,Avellaneda,621616162G15612GPG1313135590035,-34.7,-58.319,6035,c. 50-199,85,Enseñanza,125
123575,Avellaneda,6221212125PG822M8G1414141296035,-34.679,-58.388,6035,b. 10-49,85,Enseñanza,25
123577,Avellaneda,62363636107052768G7777773060035,-34.714,-58.332,6035,b. 10-49,85,Enseñanza,25
123578,Avellaneda,6241414165GMMM5G5G393939896035,-34.667,-58.361,6035,c. 50-199,85,Enseñanza,125
123579,Avellaneda,6249494971G667520M572222226950035,-34.67,-58.373,6035,d. 200-499,85,Enseñanza,350
123580,Avellaneda,62696969P0700086PG3838389030035,-34.681,-58.351,6035,c. 50-199,85,Enseñanza,125
123581,Avellaneda,62767676P0257G81MG282828649035,-34.664,-58.369,6035,c. 50-199,85,Enseñanza,125
123583,Avellaneda,63161616121102P18G8484843775035,-34.664,-58.368,6035,c. 50-199,85,Enseñanza,125
123584,Avellaneda,631616165P75M518P667508888882744035,-34.649,-58.348,6035,b. 10-49,85,Enseñanza,25
123585,Avellaneda,63696969756617G18G4646463172035,-34.668,-58.357,6035,c. 50-199,85,Enseñanza,125
123586,Avellaneda,6376767627506G00PG1616167044035,-34.649,-58.348,6035,b. 10-49,85,Enseñanza,25
123589,Avellaneda,642929292M8P2M28PG1818184049035,-34.716,-58.332,6035,c. 50-199,85,Enseñanza,125
123591,Avellaneda,6449494910705276857777779925035,-34.715,-58.331,6035,b. 10-49,85,Enseñanza,25
123592,Avellaneda,6456565621P55M5M2G1212128535035,-34.66,-58.365,6035,c. 50-199,85,Enseñanza,125
123594,Avellaneda,648484842MM1PPG02G4646469644035,-34.696,-58.308,6035,c. 50-199,85,Enseñanza,125
123597,Avellaneda,65292929650776G26G3838387029035,-34.706,-58.314,6035,b. 10-49,85,Enseñanza,25
123598,Avellaneda,654444441P0MG268PG8989898439035,-34.696,-58.331,6035,c. 50-199,85,Enseñanza,125
123599,Avellaneda,656464642M8M12G7751919197361035,-34.7,-58.324,6035,b. 10-49,85,Enseñanza,25
123601,Avellaneda,6600000020171MM56G1111118886035,-34.664,-58.367,6035,c. 50-199,85,Enseñanza,125
123605,Avellaneda,662121216628186P87GP11414143434035,-34.673,-58.351,6035,b. 10-49,85,Enseñanza,25
123607,Avellaneda,663636361P5GPG7P1G929292660035,-34.662,-58.367,6035,d. 200-499,85,Enseñanza,350
123608,Avellaneda,668181812M8M12G7761919194037035,-34.702,-58.322,6035,c. 50-199,85,Enseñanza,125
123609,Avellaneda,6700000025PGM0625G1414146649035,-34.66,-58.354,6035,c. 50-199,85,Enseñanza,125
123610,Avellaneda,6716161625PG77M18G1414146066035,-34.672,-58.35,6035,b. 10-49,85,Enseñanza,25
123611,Avellaneda,673636368G867277555858581293035,-34.691,-58.368,6035,b. 10-49,85,Enseñanza,25
123613,Avellaneda,6800000065276502GG3939391011035,-34.674,-58.349,6035,b. 10-49,85,Enseñanza,25
123614,Avellaneda,680909098PM2M1PM6G1212122742035,-34.68,-58.358,6035,b. 10-49,85,Enseñanza,25
123615,Avellaneda,68242424275072P67G161616957035,-34.696,-58.331,6035,b. 10-49,85,Enseñanza,25
123616,Avellaneda,68252525120PP8881G8484842430035,-34.677,-58.394,6035,c. 50-199,85,Enseñanza,125
123617,Avellaneda,684949492M8M12G77G1919199023035,-34.702,-58.324,6035,b. 10-49,85,Enseñanza,25
123618,Avellaneda,686464642750M8888G1616167485035,-34.678,-58.388,6035,b. 10-49,85,Enseñanza,25
123755,Berazategui,6004040471M5767GG64242428834091,-34.761,-58.241,6091,c. 50-199,85,Enseñanza,125
123756,Berazategui,602525256G288MG05G2222227455091,-34.755,-58.208,6091,c. 50-199,85,Enseñanza,125
123758,Berazategui,61161616P00225GP2G464646689091,-34.79,-58.147,6091,c. 50-199,85,Enseñanza,125
123759,Berazategui,612525252GM8016PGP141414969091,-34.824,-58.194,6091,b. 10-49,85,Enseñanza,25
123760,Berazategui,620000002706PM12861515156639091,-34.837,-58.095,6091,c. 50-199,85,Enseñanza,125
123761,Berazategui,62000000P0576027063333334599091,-34.777,-58.265,6091,c. 50-199,85,Enseñanza,125
123762,Berazategui,622121212018171G0G1111116806091,-34.886,-58.176,6091,c. 50-199,85,Enseñanza,125
123763,Berazategui,622525252MMG278P2G2020206927091,-34.794,-58.167,6091,c. 50-199,85,Enseñanza,125
123764,Berazategui,624444446P6M8G65GG3737377874091,-34.78,-58.241,6091,b. 10-49,85,Enseñanza,25
123765,Berazategui,62494949701PP8277G2828286499091,-34.763,-58.205,6091,b. 10-49,85,Enseñanza,25
123766,Berazategui,62494949765G8627254848485273091,-34.792,-58.152,6091,b. 10-49,85,Enseñanza,25
123768,Berazategui,6261616182G65P08P55454544054091,-34.778,-58.238,6091,b. 10-49,85,Enseñanza,25
123769,Berazategui,62646464765G8627264848483697091,-34.792,-58.152,6091,c. 50-199,85,Enseñanza,125
123771,Berazategui,6300000027556525651616165175091,-34.775,-58.238,6091,c. 50-199,85,Enseñanza,125
123773,Berazategui,6344444428062222PG1717173401091,-34.774,-58.215,6091,c. 50-199,85,Enseñanza,125
123774,Berazategui,638181816P611P12GG3737377451091,-34.755,-58.228,6091,c. 50-199,85,Enseñanza,125
123775,Berazategui,6396969617G757G6G51010107653091,-34.762,-58.218,6091,b. 10-49,85,Enseñanza,25
123776,Berazategui,640000002G22G0P11P1313131857091,-34.799,-58.171,6091,b. 10-49,85,Enseñanza,25
123777,Berazategui,64090909P0007G1GMG2222226438091,-34.766,-58.22,6091,c. 50-199,85,Enseñanza,125
123778,Berazategui,642929291205610G2G848484358091,-34.789,-58.214,6091,c. 50-199,85,Enseñanza,125
123780,Berazategui,6481818112MG6P71MG8888884217091,-34.765,-58.212,6091,c. 50-199,85,Enseñanza,125
123781,Berazategui,64898989P001P2776G222222120091,-34.768,-58.239,6091,b. 10-49,85,Enseñanza,25
123782,Berazategui,6500000071888G281P4242427428091,-34.832,-58.181,6091,b. 10-49,85,Enseñanza,25
123783,Berazategui,65090909P00225GP2P4646464965091,-34.832,-58.181,6091,b. 10-49,85,Enseñanza,25
123784,Berazategui,6521212166G58655070071414141709091,-34.791,-58.243,6091,c. 50-199,85,Enseñanza,125
123785,Berazategui,65252525280622G71G1717175466091,-34.792,-58.202,6091,d. 200-499,85,Enseñanza,350
123786,Berazategui,65252525287256858G1717178025091,-34.783,-58.176,6091,c. 50-199,85,Enseñanza,125
123787,Berazategui,6541414171888G281G4242427278091,-34.832,-58.181,6091,c. 50-199,85,Enseñanza,125
123788,Berazategui,65414141P060GP2P1G3434343430091,-34.761,-58.208,6091,c. 50-199,85,Enseñanza,125
123790,Berazategui,660101017586GP0175464646329091,-34.79,-58.246,6091,b. 10-49,85,Enseñanza,25
123791,Berazategui,6621212128062222PP1717172265091,-34.774,-58.215,6091,b. 10-49,85,Enseñanza,25
123792,Berazategui,6625252512M578257G8989895688091,-34.755,-58.212,6091,c. 50-199,85,Enseñanza,125
123794,Berazategui,663636362GM8016PGG1414145706091,-34.796,-58.213,6091,c. 50-199,85,Enseñanza,125
123796,Berazategui,670101012G22G0P11G131313668091,-34.799,-58.171,6091,c. 50-199,85,Enseñanza,125
123797,Berazategui,6725252517G757G6GG1010104709091,-34.762,-58.218,6091,c. 50-199,85,Enseñanza,125
123798,Berazategui,68000000176288518G1010104158091,-34.829,-58.188,6091,c. 50-199,85,Enseñanza,125
123799,Berazategui,680000002552PP208P1414143312091,-34.751,-58.224,6091,b. 10-49,85,Enseñanza,25
123800,Berazategui,6821212128067PG78G1717173003091,-34.761,-58.208,6091,b. 10-49,85,Enseñanza,25
123801,Berazategui,6825252512628P1G2G4444443671091,-34.79,-58.192,6091,c. 50-199,85,Enseñanza,125
123802,Berazategui,68646464P00867P0MG242424454091,-34.811,-58.174,6091,b. 10-49,85,Enseñanza,25
123803,Berazategui,68969696P0P501G55G3030301962091,-34.758,-58.202,6091,c. 50-199,85,Enseñanza,125
123806,Berazategui,6981818166G586MPP6M7P1414143211091,-34.772,-58.217,6091,c. 50-199,85,Enseñanza,125
123807,Berazategui,69818181765G8627274848486905091,-34.792,-58.152,6091,b. 10-49,85,Enseñanza,25
123808,Berisso,610000001207705M1G8484849997098,-34.87,-57.88,6098,c. 50-199,85,Enseñanza,125
123809,Berisso,614949495G5GGG0002GM8989895588098,-34.91,-57.92,6098,c. 50-199,85,Enseñanza,125
123812,Berisso,634444446P15G7M2501561212124144098,-34.88,-57.89,6098,c. 50-199,85,Enseñanza,125
123813,Berisso,641616162M2MG7772G1818181068098,-34.87,-57.88,6098,c. 50-199,85,Enseñanza,125
123814,Berisso,6421212112M6G6882P8989891886098,-34.88,-57.88,6098,c. 50-199,85,Enseñanza,125
123815,Berisso,652424242MMPG2775G202020984098,-34.87,-57.87,6098,b. 10-49,85,Enseñanza,25
123816,Berisso,656161612MMPG2768G2020204082098,-34.87,-57.87,6098,c. 50-199,85,Enseñanza,125
123817,Berisso,67000000702P221PP70271818186363098,-34.89,-57.9,6098,b. 10-49,85,Enseñanza,25
123837,Brandsen,61363636P0605GPP8G3434341269119,-35.16,-58.22,6119,c. 50-199,85,Enseñanza,125
123838,Brandsen,616161616778G78P1710P1515157284119,-35.17,-58.24,6119,c. 50-199,85,Enseñanza,125
123839,Brandsen,62000000282651G02G4545451540119,-35.17,-58.23,6119,b. 10-49,85,Enseñanza,25
123840,Brandsen,63767676685216621710P1616162034119,-35.17,-58.24,6119,c. 50-199,85,Enseñanza,125
123841,Brandsen,68000000268GMG106P1515155356119,-35.17,-58.24,6119,b. 10-49,85,Enseñanza,25
123861,Campana,60414141655877GP17M271414147682126,-34.17,-58.97,6126,c. 50-199,85,Enseñanza,125
123863,Campana,610000002G652P706G141414914126,-34.17,-58.97,6126,c. 50-199,85,Enseñanza,125
123864,Campana,612424241617M07G671010105229126,-34.16,-58.98,6126,b. 10-49,85,Enseñanza,25
123865,Campana,62444444258M586GPG1414141350126,-34.17,-58.95,6126,b. 10-49,85,Enseñanza,25
123866,Campana,627676768P0P6267655555558215126,-34.19,-58.96,6126,b. 10-49,85,Enseñanza,25
123868,Campana,63242424P025GP85MG2828285243126,-34.17,-58.96,6126,c. 50-199,85,Enseñanza,125
123870,Campana,642525251617M07G6G1010101672126,-34.16,-58.97,6126,c. 50-199,85,Enseñanza,125
123871,Campana,642525251P87M7107G9595957347126,-34.16,-58.95,6126,b. 10-49,85,Enseñanza,25
123872,Campana,642525258P0P62676G5555556544126,-34.16,-58.96,6126,b. 10-49,85,Enseñanza,25
123873,Campana,655656561617M07G651010108815126,-34.16,-58.97,6126,b. 10-49,85,Enseñanza,25
123874,Campana,661616161P87M710759595957307126,-34.17,-58.95,6126,c. 50-199,85,Enseñanza,125
123875,Campana,66161616P0070M126G2323232873126,-34.17,-58.97,6126,b. 10-49,85,Enseñanza,25
123876,Campana,67212121P07M76585G4242422160126,-34.16,-58.97,6126,c. 50-199,85,Enseñanza,125
123877,Campana,67898989P0P62112GG3131312380126,-34.16,-58.97,6126,b. 10-49,85,Enseñanza,25
123879,Campana,69252525P0070M12652323232008126,-34.19,-58.97,6126,b. 10-49,85,Enseñanza,25
123880,Campana,69898989P021M1120G2727275063126,-34.17,-58.95,6126,b. 10-49,85,Enseñanza,25
123881,Campana,6996969671712P807G2929295146126,-34.2,-58.96,6126,c. 50-199,85,Enseñanza,125
124523,Cañuelas,60848484582PP67PG6MP71010109406134,-35.06,-58.75,6134,b. 10-49,85,Enseñanza,25
124524,Cañuelas,61414141172M8P00M51010108736134,-35.05,-58.76,6134,c. 50-199,85,Enseñanza,125
124525,Cañuelas,62292929P075M78PP54040403270134,-35.06,-58.76,6134,b. 10-49,85,Enseñanza,25
124527,Cañuelas,6400000027120878GG1515152118134,-35.04,-58.76,6134,c. 50-199,85,Enseñanza,125
124528,Cañuelas,64292929172M8P00MG1010106643134,-35.06,-58.75,6134,b. 10-49,85,Enseñanza,25
124529,Cañuelas,64363636755150776G343434248134,-35.06,-58.76,6134,c. 50-199,85,Enseñanza,125
124530,Cañuelas,64848484P0P6PP106G3131318792134,-35.05,-58.76,6134,c. 50-199,85,Enseñanza,125
124531,Cañuelas,65767676172M8P00MP1010107269134,-35.06,-58.75,6134,b. 10-49,85,Enseñanza,25
124532,Cañuelas,665656561P67MGPG0G9393936312134,-35.12,-58.89,6134,c. 50-199,85,Enseñanza,125
124533,Cañuelas,66848484P075M78PP6404040731134,-34.94,-58.61,6134,b. 10-49,85,Enseñanza,25
124535,Cañuelas,674949492MM5605M1G2121213386134,-35.05,-58.77,6134,c. 50-199,85,Enseñanza,125
124609,Comuna 1,202929291886PP717G1111111345007,-34.622,-58.38,2007,d. 200-499,85,Enseñanza,350
124610,Comuna 1,206969692M1761M27G1818181836007,-34.599,-58.385,2007,c. 50-199,85,Enseñanza,125
124611,Comuna 1,2096969620261P751G1111115098007,-34.62,-58.383,2007,c. 50-199,85,Enseñanza,125
124612,Comuna 1,210101012M8MG6MP264646463092007,-34.631,-58.391,2007,b. 10-49,85,Enseñanza,25
124613,Comuna 1,213636361202M7186G848484872007,-34.593,-58.384,2007,d. 200-499,85,Enseñanza,350
124614,Comuna 1,21363636P012G8G61G2525251359007,-34.604,-58.392,2007,c. 50-199,85,Enseñanza,125
124615,Comuna 1,21414141P01P158GGG2525251996007,-34.623,-58.371,2007,b. 10-49,85,Enseñanza,25
124616,Comuna 1,215656566G11P5G8752727279647007,-34.593,-58.386,2007,b. 10-49,85,Enseñanza,25
124618,Comuna 1,2189898926M16M057G1515159276007,-34.623,-58.391,2007,b. 10-49,85,Enseñanza,25
124619,Comuna 1,22000000227G6M882P4545457530007,-34.607,-58.38,2007,b. 10-49,85,Enseñanza,25
124620,Comuna 1,2201010125P106M8GG1414149652007,-34.627,-58.368,2007,c. 50-199,85,Enseñanza,125
124621,Comuna 1,22040404277765602G4545457028007,-34.6,-58.375,2007,b. 10-49,85,Enseñanza,25
124622,Comuna 1,2216161611M00MG6MG8383836709007,-34.624,-58.386,2007,b. 10-49,85,Enseñanza,25
124623,Comuna 1,22242424P000MG06M62222228906007,-34.61,-58.366,2007,b. 10-49,85,Enseñanza,25
124625,Comuna 1,22252525157711062G1010102798007,-34.602,-58.375,2007,c. 50-199,85,Enseñanza,125
124629,Comuna 1,2276767616810G027G1010102316007,-34.62,-58.379,2007,c. 50-199,85,Enseñanza,125
124630,Comuna 1,22848484118P517G1G8383837227007,-34.624,-58.389,2007,b. 10-49,85,Enseñanza,25
124631,Comuna 1,22969696120P7088258484846914007,-34.598,-58.379,2007,c. 50-199,85,Enseñanza,125
124633,Comuna 1,22969696P026PMP56G2828286980007,-34.615,-58.391,2007,b. 10-49,85,Enseñanza,25
124635,Comuna 1,2300000026M1678MGG1515153690007,-34.627,-58.377,2007,b. 10-49,85,Enseñanza,25
124636,Comuna 1,232525252MM576PM2P2121214190007,-34.602,-58.387,2007,b. 10-49,85,Enseñanza,25
124639,Comuna 1,233636362M226GG75G1818183981007,-34.606,-58.386,2007,c. 50-199,85,Enseñanza,125
124640,Comuna 1,23494949215G25M6PG1212122295007,-34.591,-58.381,2007,c. 50-199,85,Enseñanza,125
124648,Comuna 1,2464646420171MG865111111862007,-34.624,-58.373,2007,b. 10-49,85,Enseñanza,25
124649,Comuna 1,2464646426M076P18G1515155055007,-34.598,-58.385,2007,b. 10-49,85,Enseñanza,25
124652,Comuna 1,2525252516810G027P1010103113007,-34.62,-58.379,2007,b. 10-49,85,Enseñanza,25
124653,Comuna 1,25616161121G5M76PG8484846163007,-34.614,-58.385,2007,c. 50-199,85,Enseñanza,125
124654,Comuna 1,256161615160802MG656P777777507007,-34.594,-58.374,2007,c. 50-199,85,Enseñanza,125
124655,Comuna 1,256464646G288G61862271313139687007,-34.618,-58.354,2007,c. 50-199,85,Enseñanza,125
124656,Comuna 1,256969695M510MG557P8787879769007,-34.6,-58.372,2007,c. 50-199,85,Enseñanza,125
124658,Comuna 1,260000002M8MG6MP2G4646461063007,-34.631,-58.391,2007,c. 50-199,85,Enseñanza,125
124659,Comuna 1,26010101227G6M882G4545457177007,-34.607,-58.38,2007,b. 10-49,85,Enseñanza,25
124663,Comuna 1,262424246GPG018776M181313138775007,-34.605,-58.386,2007,c. 50-199,85,Enseñanza,125
124664,Comuna 1,2629292917P6G7215P1010108007,-34.604,-58.389,2007,b. 10-49,85,Enseñanza,25
124666,Comuna 1,26565656P078700P0G4141418340007,-34.604,-58.377,2007,b. 10-49,85,Enseñanza,25
124667,Comuna 1,2669696920261P751P1111114513007,-34.62,-58.383,2007,b. 10-49,85,Enseñanza,25
124668,Comuna 1,268989895G1286P2266750909090809007,-34.601,-58.386,2007,b. 10-49,85,Enseñanza,25
124669,Comuna 1,26898989P02PM0M85G2828288430007,-34.604,-58.392,2007,c. 50-199,85,Enseñanza,125
124670,Comuna 1,2696969612M7G7810G8989898804007,-34.612,-58.37,2007,c. 50-199,85,Enseñanza,125
124674,Comuna 1,274141415160802MG65517777774770007,-34.593,-58.374,2007,b. 10-49,85,Enseñanza,25
124675,Comuna 1,2749494920171MG86G1111114573007,-34.626,-58.373,2007,b. 10-49,85,Enseñanza,25
124677,Comuna 1,2769696922P722875G1212127711007,-34.614,-58.388,2007,c. 50-199,85,Enseñanza,125
124678,Comuna 1,2776767626M166M7MG1515152139007,-34.626,-58.376,2007,c. 50-199,85,Enseñanza,125
124679,Comuna 1,277676765880G750P508484846709007,-34.608,-58.39,2007,c. 50-199,85,Enseñanza,125
124683,Comuna 1,28040404270M22PPGG1515156648007,-34.612,-58.39,2007,c. 50-199,85,Enseñanza,125
124684,Comuna 1,284444441P168M5P8G9090903184007,-34.608,-58.388,2007,b. 10-49,85,Enseñanza,25
124685,Comuna 1,28646464217888M12G1212126159007,-34.625,-58.389,2007,b. 10-49,85,Enseñanza,25
124688,Comuna 1,288484842860G10G0G1717177338007,-34.6,-58.383,2007,b. 10-49,85,Enseñanza,25
124689,Comuna 1,2909090961G76G16P667501212125562007,-34.601,-58.386,2007,b. 10-49,85,Enseñanza,25
124694,Comuna 10,21212121P028271P6G2929295609070,-34.618,-58.524,2070,c. 50-199,85,Enseñanza,125
124696,Comuna 10,218181816P65M2G1870101010992070,-34.63,-58.495,2070,b. 10-49,85,Enseñanza,25
124699,Comuna 10,219696967P52M5M6G701515159983070,-34.632,-58.489,2070,d. 200-499,85,Enseñanza,350
124703,Comuna 10,222929291P012028GG8989898908070,-34.633,-58.474,2070,c. 50-199,85,Enseñanza,125
124705,Comuna 10,230000006856G012G65P01616164669070,-34.62,-58.496,2070,c. 50-199,85,Enseñanza,125
124710,Comuna 10,240000005775277M1667501010107137070,-34.63,-58.495,2070,b. 10-49,85,Enseñanza,25
124711,Comuna 10,24090909200708G6065G0505050171070,-34.619,-58.51,2070,b. 10-49,85,Enseñanza,25
124713,Comuna 10,24363636270GG087851515151573070,-34.635,-58.473,2070,c. 50-199,85,Enseñanza,125
124715,Comuna 10,24494949121MM561GG8484845194070,-34.637,-58.497,2070,c. 50-199,85,Enseñanza,125
124716,Comuna 10,24616161686G0P7GM711M1616163839070,-34.62,-58.51,2070,b. 10-49,85,Enseñanza,25
124717,Comuna 10,2500000028M0100P6G1818184825070,-34.614,-58.498,2070,c. 50-199,85,Enseñanza,125
124731,Comuna 10,28090909708GGGG0886582020207233070,-34.629,-58.478,2070,c. 50-199,85,Enseñanza,125
124732,Comuna 10,282424247MP77P010G5050504862070,-34.632,-58.506,2070,b. 10-49,85,Enseñanza,25
124733,Comuna 10,28818181656P178M1824444443177070,-34.629,-58.486,2070,b. 10-49,85,Enseñanza,25
124735,Comuna 10,290909091268MG115G878787894070,-34.634,-58.493,2070,c. 50-199,85,Enseñanza,125
124740,Comuna 11,200101011210817GGG8484845045077,-34.593,-58.514,2077,b. 10-49,85,Enseñanza,25
124742,Comuna 11,2025252511827788G58383836839077,-34.6,-58.493,2077,c. 50-199,85,Enseñanza,125
