,departamento,ID,lat,lon,in_departamentos,empleo,clae2,clae2_desc,empleo_rep
127992,Morón,6821212168G5GGGG166M81616164636568,-34.652,-58.624,6568,b. 10-49,85,Enseñanza,25
127994,Morón,685656565PGM806P8667508686863279568,-34.608,-58.6,6568,b. 10-49,85,Enseñanza,25
127996,Morón,6889898912615M026G8686864147568,-34.607,-58.599,6568,c. 50-199,85,Enseñanza,125
127997,Morón,688989896GPG018778052131313490568,-34.615,-58.585,6568,c. 50-199,85,Enseñanza,125
127998,Morón,692525252701M1858G1515151881568,-34.663,-58.623,6568,b. 10-49,85,Enseñanza,25
127999,Morón,6956565656M52GPG7657G4444441946568,-34.656,-58.606,6568,c. 50-199,85,Enseñanza,125
128164,Pilar,6025252567M885P7067GP1515151887638,-34.408,-58.776,6638,c. 50-199,85,Enseñanza,125
128165,Pilar,604444442705P1PP5G1515154222638,-34.442,-58.908,6638,b. 10-49,85,Enseñanza,25
128166,Pilar,610101012M8M0G152G4646465738638,-34.457,-58.92,6638,c. 50-199,85,Enseñanza,125
128167,Pilar,61040404P06P220G7G3535356166638,-34.443,-58.76,6638,c. 50-199,85,Enseñanza,125
128168,Pilar,611616166572771P170681414144686638,-34.429,-58.765,6638,c. 50-199,85,Enseñanza,125
128169,Pilar,6124242416185G72251010104009638,-34.397,-58.862,6638,c. 50-199,85,Enseñanza,125
128170,Pilar,6144444416206PM10G1010109710638,-34.466,-58.795,6638,c. 50-199,85,Enseñanza,125
128171,Pilar,616969692705P1G08G1515159903638,-34.416,-58.868,6638,c. 50-199,85,Enseñanza,125
128173,Pilar,61848484P0P1277PPG2929293157638,-34.448,-58.805,6638,b. 10-49,85,Enseñanza,25
128174,Pilar,618989892175112GP51212121211638,-34.454,-58.919,6638,c. 50-199,85,Enseñanza,125
128175,Pilar,618989892PP1PM76P51313137346638,-34.446,-58.806,6638,c. 50-199,85,Enseñanza,125
128176,Pilar,619696962705P1G81G1515157508638,-34.456,-58.916,6638,c. 50-199,85,Enseñanza,125
128177,Pilar,6209090970M712M2P67M22323236876638,-34.44,-58.775,6638,b. 10-49,85,Enseñanza,25
128178,Pilar,6225252512P0GG10G67M24242427941638,-34.458,-58.805,6638,c. 50-199,85,Enseñanza,125
128181,Pilar,6241414170561PM0254141419162638,-34.454,-58.794,6638,b. 10-49,85,Enseñanza,25
128182,Pilar,625656567557672P8G464646385638,-34.459,-58.912,6638,b. 10-49,85,Enseñanza,25
128183,Pilar,626161612877250G6G1717172892638,-34.462,-58.896,6638,c. 50-199,85,Enseñanza,125
128184,Pilar,62818181P0262P6P0G2828283497638,-34.455,-58.917,6638,b. 10-49,85,Enseñanza,25
128185,Pilar,628484842026720G6G1111119348638,-34.458,-58.917,6638,c. 50-199,85,Enseñanza,125
128186,Pilar,6289898976G7MG58PG444444796638,-34.46,-58.842,6638,c. 50-199,85,Enseñanza,125
128187,Pilar,63000000288251716G1818189751638,-34.418,-58.84,6638,c. 50-199,85,Enseñanza,125
128188,Pilar,6300000070561PM02G4141419514638,-34.455,-58.795,6638,b. 10-49,85,Enseñanza,25
128189,Pilar,630404042MM5055P5G2121218451638,-34.453,-58.968,6638,c. 50-199,85,Enseñanza,125
128190,Pilar,6321212121MG2212GP1212128039638,-34.458,-58.915,6638,b. 10-49,85,Enseñanza,25
128191,Pilar,6324242426765777M61515153811638,-34.434,-58.793,6638,c. 50-199,85,Enseñanza,125
128193,Pilar,63292929P0P1277PP52929294911638,-34.448,-58.805,6638,b. 10-49,85,Enseñanza,25
128194,Pilar,63565656257P51GGPG141414610638,-34.492,-58.838,6638,c. 50-199,85,Enseñanza,125
128195,Pilar,636161612MPMGG766G1818183210638,-34.433,-58.757,6638,c. 50-199,85,Enseñanza,125
128196,Pilar,6364646466671762667521414141231638,-34.44,-58.925,6638,c. 50-199,85,Enseñanza,125
128198,Pilar,6384848427MMP8MG0G1717176987638,-34.439,-58.982,6638,c. 50-199,85,Enseñanza,125
128199,Pilar,639696962705G072PG1515158384638,-34.461,-58.896,6638,b. 10-49,85,Enseñanza,25
128200,Pilar,642121212008P7GP2PG4444445309638,-34.462,-58.916,6638,b. 10-49,85,Enseñanza,25
128201,Pilar,6421212167M88G28PM6881515152687638,-34.51,-58.828,6638,c. 50-199,85,Enseñanza,125
128202,Pilar,645656562MMG57P62G4646463482638,-34.481,-58.882,6638,b. 10-49,85,Enseñanza,25
128203,Pilar,646464647PPMP2265G2424243939638,-34.465,-58.747,6638,c. 50-199,85,Enseñanza,125
128204,Pilar,648989897557672P8P4646463935638,-34.446,-58.891,6638,b. 10-49,85,Enseñanza,25
128205,Pilar,65242424P06GM0012G4848489261638,-34.461,-58.918,6638,c. 50-199,85,Enseñanza,125
128206,Pilar,652525252G11228MPG1313135707638,-34.442,-58.866,6638,c. 50-199,85,Enseñanza,125
128208,Pilar,654444446PG0M6M878801212122909638,-34.458,-58.915,6638,c. 50-199,85,Enseñanza,125
128209,Pilar,656464641256P778M68686869932638,-34.463,-58.915,6638,c. 50-199,85,Enseñanza,125
128210,Pilar,6584848470561PM0264141415607638,-34.454,-58.794,6638,b. 10-49,85,Enseñanza,25
128211,Pilar,66161616060GPP5576GM63838382554638,-34.486,-58.842,6638,c. 50-199,85,Enseñanza,125
128214,Pilar,667676761P2P5865MP9090904028638,-34.451,-58.907,6638,b. 10-49,85,Enseñanza,25
128215,Pilar,667676762705P621PG1515157009638,-34.469,-58.886,6638,b. 10-49,85,Enseñanza,25
128216,Pilar,6684848427052M6G2G4545453441638,-34.444,-58.867,6638,c. 50-199,85,Enseñanza,125
128217,Pilar,6689898926M07571254545454837638,-34.44,-58.925,6638,b. 10-49,85,Enseñanza,25
128218,Pilar,6696969628GG7865251717177111638,-34.443,-58.853,6638,d. 200-499,85,Enseñanza,350
128220,Pilar,67000000P0256M880G2828286486638,-34.422,-58.868,6638,b. 10-49,85,Enseñanza,25
128221,Pilar,670404046G8P0M27PG3838387180638,-34.492,-58.837,6638,b. 10-49,85,Enseñanza,25
128222,Pilar,672525257557672P854646468181638,-34.458,-58.908,6638,b. 10-49,85,Enseñanza,25
128223,Pilar,67252525P00GM8PG6G2323231589638,-34.456,-58.794,6638,c. 50-199,85,Enseñanza,125
128224,Pilar,6741414127MMP8MG05171717740638,-34.433,-58.99,6638,c. 50-199,85,Enseñanza,125
128225,Pilar,67616161P01280MP5G2525259301638,-34.443,-58.931,6638,c. 50-199,85,Enseñanza,125
128226,Pilar,67848484P025P5M12G4747473653638,-34.421,-58.889,6638,c. 50-199,85,Enseñanza,125
128227,Pilar,680000006GGG7578GG3838383483638,-34.467,-58.912,6638,c. 50-199,85,Enseñanza,125
128228,Pilar,682929296002GG8MM069090907241638,-34.451,-58.907,6638,c. 50-199,85,Enseñanza,125
128230,Pilar,6836363675P111181G4646462193638,-34.492,-58.838,6638,c. 50-199,85,Enseñanza,125
128231,Pilar,68616161288251716P1818182007638,-34.425,-58.877,6638,c. 50-199,85,Enseñanza,125
128232,Pilar,6864646470MM122P85522P2424247995638,-34.454,-58.906,6638,b. 10-49,85,Enseñanza,25
128233,Pilar,6884848427MMP228PG1717177934638,-34.458,-58.914,6638,c. 50-199,85,Enseñanza,125
128234,Pilar,690000002705P0558P151515221638,-34.487,-58.845,6638,b. 10-49,85,Enseñanza,25
128235,Pilar,690000008G0M027G6G5757574935638,-34.474,-58.85,6638,b. 10-49,85,Enseñanza,25
128236,Pilar,690404047150PG061P762323236143638,-34.44,-58.775,6638,c. 50-199,85,Enseñanza,125
128237,Pilar,6925252580P020PGG65151511190638,-34.423,-58.842,6638,b. 10-49,85,Enseñanza,25
128238,Pilar,6941414118GG7018PG1111113113638,-34.465,-58.769,6638,b. 10-49,85,Enseñanza,25
128251,Presidente Perón,612929297M1M16M2PG5050502532648,-34.92,-58.38,6648,b. 10-49,85,Enseñanza,25
128252,Presidente Perón,614949492675007M171515156655648,-34.91,-58.37,6648,b. 10-49,85,Enseñanza,25
128254,Presidente Perón,6204040475266G51164646467821648,-34.91,-58.38,6648,b. 10-49,85,Enseñanza,25
128256,Presidente Perón,638181812675007M151515156015648,-34.92,-58.38,6648,b. 10-49,85,Enseñanza,25
128257,Presidente Perón,650000002675007M1G1515158080648,-34.92,-58.38,6648,d. 200-499,85,Enseñanza,350
128258,Presidente Perón,6501010175266G51154646464634648,-34.91,-58.38,6648,c. 50-199,85,Enseñanza,125
128259,Presidente Perón,670000006P21100P2G373737107648,-34.92,-58.38,6648,b. 10-49,85,Enseñanza,25
128260,Presidente Perón,676464642675007M16151515750648,-34.92,-58.38,6648,b. 10-49,85,Enseñanza,25
128261,Presidente Perón,6861616185MG5G05PG5959592316648,-34.91,-58.36,6648,c. 50-199,85,Enseñanza,125
128296,Quilmes,600000001122P12MP58080805325658,-34.785,-58.301,6658,c. 50-199,85,Enseñanza,125
128298,Quilmes,602121216M87M8082G5454549569658,-34.752,-58.256,6658,b. 10-49,85,Enseñanza,25
128299,Quilmes,602525251M77M215751111111054658,-34.741,-58.281,6658,b. 10-49,85,Enseñanza,25
128300,Quilmes,608181810M8G07887G7676767523658,-34.708,-58.286,6658,c. 50-199,85,Enseñanza,125
128302,Quilmes,61000000P0172PG82G4747475924658,-34.705,-58.292,6658,b. 10-49,85,Enseñanza,25
128304,Quilmes,61010101P0P0M0571G2929297477658,-34.772,-58.295,6658,c. 50-199,85,Enseñanza,125
128305,Quilmes,6124242427556P0G2G4545452877658,-34.74,-58.292,6658,c. 50-199,85,Enseñanza,125
128306,Quilmes,612424245PGM2G2GP22P848484566658,-34.718,-58.256,6658,c. 50-199,85,Enseñanza,125
128307,Quilmes,612525251P1627MP5G9090908269658,-34.717,-58.257,6658,c. 50-199,85,Enseñanza,125
128308,Quilmes,61252525255226MM5G1414146491658,-34.717,-58.271,6658,c. 50-199,85,Enseñanza,125
128310,Quilmes,61363636666GPM02G22P141414145658,-34.724,-58.252,6658,c. 50-199,85,Enseñanza,125
128312,Quilmes,6161616127556P0G2P4545453007658,-34.74,-58.292,6658,b. 10-49,85,Enseñanza,25
128314,Quilmes,619696962806222M6G1717173890658,-34.747,-58.324,6658,c. 50-199,85,Enseñanza,125
128315,Quilmes,620000002MG156P86G1818186769658,-34.778,-58.303,6658,c. 50-199,85,Enseñanza,125
128316,Quilmes,62010101710P62787G9999999793658,-34.716,-58.266,6658,c. 50-199,85,Enseñanza,125
128318,Quilmes,6216161667MM750GP70051515156907658,-34.748,-58.238,6658,c. 50-199,85,Enseñanza,125
128319,Quilmes,622525252MMPMM0M152020203325658,-34.719,-58.263,6658,b. 10-49,85,Enseñanza,25
128320,Quilmes,624141411G115M758G9696961854658,-34.757,-58.277,6658,c. 50-199,85,Enseñanza,125
128321,Quilmes,624141415GP672P15P8P4444444518658,-34.717,-58.263,6658,c. 50-199,85,Enseñanza,125
128322,Quilmes,6244444412752085MP8787876566658,-34.716,-58.256,6658,b. 10-49,85,Enseñanza,25
128324,Quilmes,625656566P020G1PP875104545455488658,-34.775,-58.306,6658,b. 10-49,85,Enseñanza,25
128325,Quilmes,62646464118M078G8G8383838436658,-34.721,-58.253,6658,d. 200-499,85,Enseñanza,350
128326,Quilmes,626464647PP6857G7G292929577658,-34.781,-58.315,6658,b. 10-49,85,Enseñanza,25
128327,Quilmes,62696969P0188P0G254747478145658,-34.751,-58.277,6658,c. 50-199,85,Enseñanza,125
128330,Quilmes,62969696P0188P0G2G474747116658,-34.752,-58.278,6658,c. 50-199,85,Enseñanza,125
128331,Quilmes,630000000178G56GPGMGG83636366832658,-34.736,-58.246,6658,b. 10-49,85,Enseñanza,25
128332,Quilmes,630000002G1P22GP5G1313138821658,-34.718,-58.248,6658,b. 10-49,85,Enseñanza,25
128334,Quilmes,63040404P05M8M252G4848486475658,-34.779,-58.307,6658,c. 50-199,85,Enseñanza,125
128335,Quilmes,63090909P0G1M617PG3131316063658,-34.717,-58.213,6658,b. 10-49,85,Enseñanza,25
128336,Quilmes,632121215G21M572252M8787879495658,-34.716,-58.256,6658,c. 50-199,85,Enseñanza,125
128337,Quilmes,6325252568005G1G670021515151049658,-34.733,-58.264,6658,b. 10-49,85,Enseñanza,25
128338,Quilmes,6329292965PP0681753939391235658,-34.707,-58.282,6658,c. 50-199,85,Enseñanza,125
128339,Quilmes,633636362MMPMM0M162020209937658,-34.716,-58.261,6658,c. 50-199,85,Enseñanza,125
128341,Quilmes,634141412755662GGG1616166524658,-34.727,-58.261,6658,c. 50-199,85,Enseñanza,125
128342,Quilmes,63444444576M0P07770011010108423658,-34.719,-58.252,6658,c. 50-199,85,Enseñanza,125
128343,Quilmes,636464647P8522G65PG1515158714658,-34.753,-58.233,6658,c. 50-199,85,Enseñanza,125
128344,Quilmes,637676767128007G2G1111117496658,-34.749,-58.295,6658,b. 10-49,85,Enseñanza,25
128345,Quilmes,6400000028062G757G17171785658,-34.73,-58.304,6658,b. 10-49,85,Enseñanza,25
128346,Quilmes,64010101212P1PMG222P5151512941658,-34.717,-58.278,6658,b. 10-49,85,Enseñanza,25
128347,Quilmes,6401010165868P156627P1414146377658,-34.699,-58.303,6658,b. 10-49,85,Enseñanza,25
128348,Quilmes,64040404P008172PMG2424242378658,-34.734,-58.274,6658,c. 50-199,85,Enseñanza,125
128349,Quilmes,6409090970M1207PG70012121215370658,-34.727,-58.239,6658,c. 50-199,85,Enseñanza,125
128352,Quilmes,64292929721778656G4343437590658,-34.725,-58.296,6658,b. 10-49,85,Enseñanza,25
128353,Quilmes,644141411P0600268667504343431362658,-34.725,-58.296,6658,b. 10-49,85,Enseñanza,25
128354,Quilmes,6449494952PG7P80152525257810658,-34.761,-58.324,6658,b. 10-49,85,Enseñanza,25
128355,Quilmes,64565656015162P80PM72727276313658,-34.713,-58.286,6658,c. 50-199,85,Enseñanza,125
128357,Quilmes,64646464P0005M2MPG2222228697658,-34.715,-58.258,6658,c. 50-199,85,Enseñanza,125
128360,Quilmes,6484848412M802621G8989898489658,-34.769,-58.272,6658,d. 200-499,85,Enseñanza,350
128361,Quilmes,6484848465PP0681763939395682658,-34.707,-58.283,6658,b. 10-49,85,Enseñanza,25
128362,Quilmes,6484848472177865654343433758658,-34.724,-58.295,6658,c. 50-199,85,Enseñanza,125
128363,Quilmes,648989895GP7565575M08888886046658,-34.719,-58.256,6658,c. 50-199,85,Enseñanza,125
128364,Quilmes,650000005G6G2086522P4444443571658,-34.768,-58.288,6658,c. 50-199,85,Enseñanza,125
128365,Quilmes,650404041M0PGP75MG1111113461658,-34.713,-58.28,6658,c. 50-199,85,Enseñanza,125
128366,Quilmes,6516161611MG67M1GG8484849169658,-34.722,-58.254,6658,c. 50-199,85,Enseñanza,125
128367,Quilmes,6524242405G01P552667503838388023658,-34.714,-58.304,6658,b. 10-49,85,Enseñanza,25
128368,Quilmes,652424245P7M0PP06667508888885930658,-34.719,-58.256,6658,b. 10-49,85,Enseñanza,25
128370,Quilmes,65414141202GM67GGG1111112094658,-34.783,-58.316,6658,b. 10-49,85,Enseñanza,25
128371,Quilmes,6556565627555G5G8G1616161299658,-34.759,-58.242,6658,b. 10-49,85,Enseñanza,25
128372,Quilmes,6561616127070M8P1G1515159583658,-34.754,-58.263,6658,c. 50-199,85,Enseñanza,125
128374,Quilmes,656161612MG156P86P1818182497658,-34.778,-58.31,6658,b. 10-49,85,Enseñanza,25
128375,Quilmes,656161616G852578653838388500658,-34.734,-58.318,6658,c. 50-199,85,Enseñanza,125
128376,Quilmes,656161616GM776M616MMM1313132256658,-34.712,-58.28,6658,c. 50-199,85,Enseñanza,125
128378,Quilmes,658181812806215G5G1717173371658,-34.719,-58.276,6658,b. 10-49,85,Enseñanza,25
128379,Quilmes,6589898905M86680P22P3838381493658,-34.717,-58.3,6658,c. 50-199,85,Enseñanza,125
128381,Quilmes,66000000128MM7G52P4444448544658,-34.717,-58.263,6658,b. 10-49,85,Enseñanza,25
128382,Quilmes,6600000025157887MG1414149739658,-34.769,-58.307,6658,b. 10-49,85,Enseñanza,25
128384,Quilmes,661616161M77M2157G1111115107658,-34.741,-58.282,6658,b. 10-49,85,Enseñanza,25
128385,Quilmes,661616166P7M05677P2727274360658,-34.777,-58.311,6658,b. 10-49,85,Enseñanza,25
128386,Quilmes,662424248P6GG5876G1111111902658,-34.713,-58.282,6658,b. 10-49,85,Enseñanza,25
128387,Quilmes,663636362G666GG155141414551658,-34.75,-58.235,6658,b. 10-49,85,Enseñanza,25
128388,Quilmes,663636367288M25GPG444444978658,-34.726,-58.258,6658,b. 10-49,85,Enseñanza,25
128389,Quilmes,66414141775552G08G4949491080658,-34.751,-58.234,6658,b. 10-49,85,Enseñanza,25
128390,Quilmes,66444444P0188P0G264747476920658,-34.751,-58.277,6658,c. 50-199,85,Enseñanza,125
128393,Quilmes,6676767665PP06817G3939391556658,-34.707,-58.282,6658,b. 10-49,85,Enseñanza,25
128395,Quilmes,67000000280622161G1717171422658,-34.75,-58.3,6658,c. 50-199,85,Enseñanza,125
128396,Quilmes,670000006G2G61070G3838382984658,-34.713,-58.286,6658,c. 50-199,85,Enseñanza,125
128397,Quilmes,670101015P085702M65GM8484841516658,-34.722,-58.239,6658,d. 200-499,85,Enseñanza,350
128400,Quilmes,6741414112M8P7G87G8989898755658,-34.739,-58.241,6658,c. 50-199,85,Enseñanza,125
128401,Quilmes,67646464P060M557MG343434874658,-34.734,-58.319,6658,b. 10-49,85,Enseñanza,25
128402,Quilmes,67818181P06MM2G17G3838388273658,-34.724,-58.303,6658,c. 50-199,85,Enseñanza,125
128403,Quilmes,68000000685PP0M1222P151515331658,-34.706,-58.297,6658,b. 10-49,85,Enseñanza,25
128404,Quilmes,681616162MMPMM0M1G2020207332658,-34.717,-58.259,6658,c. 50-199,85,Enseñanza,125
128406,Quilmes,68212121615700MPP22P1111119315658,-34.727,-58.264,6658,b. 10-49,85,Enseñanza,25
128407,Quilmes,68252525P07527556G4040408690658,-34.717,-58.264,6658,b. 10-49,85,Enseñanza,25
128408,Quilmes,682929292755662GG51616161751658,-34.728,-58.263,6658,b. 10-49,85,Enseñanza,25
128409,Quilmes,68444444201026070G11111115658,-34.727,-58.264,6658,c. 50-199,85,Enseñanza,125
128411,Quilmes,68616161611P18P565522P1111116213658,-34.783,-58.316,6658,c. 50-199,85,Enseñanza,125
128412,Quilmes,68616161P0177P000G2626267977658,-34.742,-58.266,6658,c. 50-199,85,Enseñanza,125
128413,Quilmes,686969691675GMP52P1010101526658,-34.719,-58.252,6658,c. 50-199,85,Enseñanza,125
128415,Quilmes,6896969668005G1G670011515153100658,-34.734,-58.268,6658,c. 50-199,85,Enseñanza,125
128416,Quilmes,6900000075810M705G4646461735658,-34.699,-58.293,6658,c. 50-199,85,Enseñanza,125
128417,Quilmes,6909090927G85M07PG1616163101658,-34.761,-58.302,6658,c. 50-199,85,Enseñanza,125
128418,Quilmes,690909096P7M05677G2727274412658,-34.782,-58.306,6658,c. 50-199,85,Enseñanza,125
128788,San Fernando,6029292967M1667P6676M1515157189749,-34.469,-58.587,6749,b. 10-49,85,Enseñanza,25
128790,San Fernando,60898989P0PPP6M5GG3030309692749,-34.442,-58.557,6749,b. 10-49,85,Enseñanza,25
128792,San Fernando,6100000070GG76M82676M181818111749,-34.469,-58.587,6749,b. 10-49,85,Enseñanza,25
128793,San Fernando,61040404201P05860G1111115383749,-34.452,-58.528,6749,c. 50-199,85,Enseñanza,125
128795,San Fernando,6184848467M16P58M8P5G151515755749,-34.451,-58.573,6749,c. 50-199,85,Enseñanza,125
128796,San Fernando,624444442P0GGMP18P1313138974749,-34.487,-58.597,6749,b. 10-49,85,Enseñanza,25
128797,San Fernando,6261616116185G722G1010101183749,-34.484,-58.59,6749,c. 50-199,85,Enseñanza,125
128798,San Fernando,62818181P0208171PG2727279622749,-34.455,-58.554,6749,b. 10-49,85,Enseñanza,25
128800,San Fernando,63242424272722G15G1616165637749,-34.45,-58.524,6749,c. 50-199,85,Enseñanza,125
128801,San Fernando,636969692P0GGMP18G1313131488749,-34.448,-58.566,6749,c. 50-199,85,Enseñanza,125
128802,San Fernando,6376767626M7PG666G151515616749,-34.437,-58.56,6749,c. 50-199,85,Enseñanza,125
128803,San Fernando,6404040426M78561MG1515158803749,-34.449,-58.537,6749,c. 50-199,85,Enseñanza,125
128804,San Fernando,64363636P0672GP2PG3636363655749,-34.438,-58.559,6749,b. 10-49,85,Enseñanza,25
128806,San Fernando,6481818112712G80758787876684749,-34.442,-58.555,6749,b. 10-49,85,Enseñanza,25
128807,San Fernando,650000007P76M52618M1515154908749,-34.446,-58.567,6749,b. 10-49,85,Enseñanza,25
128810,San Fernando,656464646MG5G77056P01717174461749,-34.448,-58.578,6749,c. 50-199,85,Enseñanza,125
128813,San Fernando,6644444470881P2510G7P2020208629749,-34.472,-58.588,6749,c. 50-199,85,Enseñanza,125
128814,San Fernando,6669696966P26182667671414143962749,-34.453,-58.537,6749,d. 200-499,85,Enseñanza,350
128815,San Fernando,66767676708GPG6P2667502121211601749,-34.459,-58.565,6749,b. 10-49,85,Enseñanza,25
128817,San Fernando,67000000P010G567MG2424242522749,-34.446,-58.547,6749,b. 10-49,85,Enseñanza,25
128819,San Fernando,672525252MM61P020G2121219578749,-34.459,-58.565,6749,c. 50-199,85,Enseñanza,125
128821,San Fernando,672525257M6P16862G5050502573749,-34.444,-58.552,6749,b. 10-49,85,Enseñanza,25
128823,San Fernando,6800000012712G807G8787872899749,-34.443,-58.555,6749,b. 10-49,85,Enseñanza,25
128825,San Fernando,68242424P01M51561G2626263101749,-34.46,-58.545,6749,b. 10-49,85,Enseñanza,25
128826,San Fernando,6869696967M0MG662676M1515157114749,-34.463,-58.575,6749,c. 50-199,85,Enseñanza,125
128827,San Fernando,6884848426M81PP21G1515151837749,-34.463,-58.57,6749,c. 50-199,85,Enseñanza,125
128828,San Fernando,694141416786PGMPP667501515155475749,-34.463,-58.569,6749,b. 10-49,85,Enseñanza,25
128946,San Isidro,602121211256P778MP8686862822756,-34.477,-58.488,6756,b. 10-49,85,Enseñanza,25
128947,San Isidro,60252525P02M68GGMG2929299314756,-34.472,-58.52,6756,c. 50-199,85,Enseñanza,125
128948,San Isidro,604141412MM16GGP8G2020208612756,-34.491,-58.524,6756,c. 50-199,85,Enseñanza,125
128949,San Isidro,6044444471120GMPP501313133166756,-34.487,-58.579,6756,b. 10-49,85,Enseñanza,25
128952,San Isidro,612525252P6M10G16G1313137566756,-34.484,-58.505,6756,c. 50-199,85,Enseñanza,125
128953,San Isidro,614141416870PM82G7M2G161616403756,-34.465,-58.552,6756,b. 10-49,85,Enseñanza,25
128954,San Isidro,61616161P015M50G5G252525164756,-34.505,-58.562,6756,c. 50-199,85,Enseñanza,125
128955,San Isidro,616464641P1870265G90909045756,-34.515,-58.57,6756,b. 10-49,85,Enseñanza,25
128956,San Isidro,6184848427768M8GPG1616167073756,-34.506,-58.527,6756,b. 10-49,85,Enseñanza,25
128957,San Isidro,6201010127751882851616162548756,-34.468,-58.513,6756,b. 10-49,85,Enseñanza,25
128958,San Isidro,622424245MG15861067661111111946756,-34.475,-58.56,6756,b. 10-49,85,Enseñanza,25
128959,San Isidro,622929291P56G51GG59292921945756,-34.523,-58.552,6756,c. 50-199,85,Enseñanza,125
128960,San Isidro,624949496GM7G0868501010102303756,-34.489,-58.578,6756,c. 50-199,85,Enseñanza,125
128961,San Isidro,6249494975575MPG1PM1818183852756,-34.49,-58.504,6756,c. 50-199,85,Enseñanza,125
128962,San Isidro,62646464110P11772G4444444970756,-34.506,-58.542,6756,b. 10-49,85,Enseñanza,25
128963,San Isidro,6264646412G1M1M8PG8585859166756,-34.486,-58.493,6756,c. 50-199,85,Enseñanza,125
128964,San Isidro,628181811256P778M58686865516756,-34.464,-58.519,6756,b. 10-49,85,Enseñanza,25
128967,San Isidro,6321212115M07G211PM3939396521756,-34.494,-58.501,6756,c. 50-199,85,Enseñanza,125
128968,San Isidro,632525255PMM0571571818989891195756,-34.514,-58.536,6756,c. 50-199,85,Enseñanza,125
128969,San Isidro,63252525P0PG606M0G3030305961756,-34.494,-58.585,6756,b. 10-49,85,Enseñanza,25
128970,San Isidro,6349494912G1M1M8PP8585854847756,-34.485,-58.493,6756,b. 10-49,85,Enseñanza,25
128971,San Isidro,6349494951M1PPP8G667504444447047756,-34.506,-58.543,6756,c. 50-199,85,Enseñanza,125
128972,San Isidro,638181812G75M062661414142685756,-34.492,-58.522,6756,b. 10-49,85,Enseñanza,25
128974,San Isidro,64090909P005G1608G2323237034756,-34.51,-58.574,6756,c. 50-199,85,Enseñanza,125
128975,San Isidro,6416161610787550MG787878231756,-34.468,-58.508,6756,c. 50-199,85,Enseñanza,125
128976,San Isidro,64161616P02M68GGM52929294331756,-34.471,-58.519,6756,b. 10-49,85,Enseñanza,25
128979,San Isidro,6464646428781MM07G1818186158756,-34.468,-58.553,6756,b. 10-49,85,Enseñanza,25
128980,San Isidro,646464646M66MG71G667501818185962756,-34.49,-58.504,6756,b. 10-49,85,Enseñanza,25
128981,San Isidro,64696969108026712G7878781815756,-34.485,-58.548,6756,c. 50-199,85,Enseñanza,125
128983,San Isidro,648484841887816P5M1111116780756,-34.504,-58.573,6756,d. 200-499,85,Enseñanza,350
128984,San Isidro,6489898962G5617M2G3737379849756,-34.486,-58.516,6756,c. 50-199,85,Enseñanza,125
128988,San Isidro,652121216GMMM6562676G1313137702756,-34.474,-58.507,6756,c. 50-199,85,Enseñanza,125
128989,San Isidro,652525252GP7PM6M2G1313138436756,-34.493,-58.526,6756,c. 50-199,85,Enseñanza,125
128990,San Isidro,6569696912M7G781058989897747756,-34.488,-58.494,6756,b. 10-49,85,Enseñanza,25
128991,San Isidro,6589898926MPGP120G151515557756,-34.506,-58.527,6756,b. 10-49,85,Enseñanza,25
128992,San Isidro,660000001256P778MG8686863240756,-34.477,-58.489,6756,c. 50-199,85,Enseñanza,125
128993,San Isidro,6624242462G5617M2P3737375539756,-34.486,-58.516,6756,b. 10-49,85,Enseñanza,25
128994,San Isidro,6625252510787550MP7878781988756,-34.468,-58.508,6756,b. 10-49,85,Enseñanza,25
128997,San Isidro,670000002P568PP72G1313139025756,-34.482,-58.501,6756,c. 50-199,85,Enseñanza,125
128999,San Isidro,6764646426M0G1762G151515218756,-34.475,-58.567,6756,b. 10-49,85,Enseñanza,25
129000,San Isidro,677676761P56G51GG89292927776756,-34.472,-58.522,6756,c. 50-199,85,Enseñanza,125
129001,San Isidro,677676765M8577P0G6765111111973756,-34.47,-58.524,6756,c. 50-199,85,Enseñanza,125
129002,San Isidro,67969696P08P212PG54343438253756,-34.5,-58.528,6756,b. 10-49,85,Enseñanza,25
129003,San Isidro,680101012776726G5G1616169031756,-34.474,-58.541,6756,c. 50-199,85,Enseñanza,125
129004,San Isidro,68090909277672718G1616164541756,-34.473,-58.541,6756,b. 10-49,85,Enseñanza,25
129007,San Isidro,6841414125P8252G6G1414148795756,-34.493,-58.51,6756,c. 50-199,85,Enseñanza,125
129008,San Isidro,686161615MG1586106765111111510756,-34.475,-58.566,6756,c. 50-199,85,Enseñanza,125
129009,San Isidro,690000001P187026569090906047756,-34.515,-58.57,6756,b. 10-49,85,Enseñanza,25
129010,San Isidro,690000002286880MGG1313131956756,-34.487,-58.594,6756,c. 50-199,85,Enseñanza,125
129012,San Isidro,6901010111M707GM6G8484841153756,-34.471,-58.509,6756,c. 50-199,85,Enseñanza,125
129013,San Isidro,69040404277518828G1616168295756,-34.47,-58.509,6756,c. 50-199,85,Enseñanza,125
129014,San Isidro,69252525175M5G702G4444442313756,-34.503,-58.548,6756,c. 50-199,85,Enseñanza,125
129015,San Isidro,6925252526MP50MMMG151515111756,-34.506,-58.528,6756,c. 50-199,85,Enseñanza,125
129016,San Isidro,698181811P18702655909090900756,-34.515,-58.57,6756,b. 10-49,85,Enseñanza,25
